PopName,Area,Year,YearReg,Month,VitalStat,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
GBR_SCO,01,1958,1958,10,1,23,O,8941,6,.,.,1
GBR_SCO,01,1958,1958,11,1,23,O,7761,6,.,.,1
GBR_SCO,01,1958,1958,12,1,23,O,8556,6,.,.,1
GBR_SCO,01,1958,1958,TOT,1,23,O,99481,6,.,.,1
GBR_SCO,01,1959,1959,1,1,23,O,8932,6,.,.,1
GBR_SCO,01,1959,1959,2,1,23,O,7813,6,.,.,1
GBR_SCO,01,1959,1959,3,1,23,O,8733,6,.,.,1
GBR_SCO,01,1959,1959,4,1,23,O,8569,6,.,.,1
GBR_SCO,01,1959,1959,5,1,23,O,8799,6,.,.,1
GBR_SCO,01,1959,1959,6,1,23,O,8488,6,.,.,1
GBR_SCO,01,1959,1959,7,1,23,O,8587,6,.,.,1
GBR_SCO,01,1959,1959,8,1,23,O,8076,6,.,.,1
GBR_SCO,01,1959,1959,9,1,23,O,7699,6,.,.,1
GBR_SCO,01,1959,1959,10,1,23,O,8699,6,.,.,1
GBR_SCO,01,1959,1959,11,1,23,O,7174,6,.,.,1
GBR_SCO,01,1959,1959,12,1,23,O,7682,6,.,.,1
GBR_SCO,01,1959,1959,TOT,1,23,O,99251,6,.,.,1
GBR_SCO,01,1960,1960,1,1,23,O,8105,6,.,.,1
GBR_SCO,01,1960,1960,2,1,23,O,8170,6,.,.,1
GBR_SCO,01,1960,1960,3,1,23,O,8955,6,.,.,1
GBR_SCO,01,1960,1960,4,1,23,O,8721,6,.,.,1
GBR_SCO,01,1960,1960,5,1,23,O,8972,6,.,.,1
GBR_SCO,01,1960,1960,6,1,23,O,8483,6,.,.,1
GBR_SCO,01,1960,1960,7,1,23,O,8483,6,.,.,1
GBR_SCO,01,1960,1960,8,1,23,O,8554,6,.,.,1
GBR_SCO,01,1960,1960,9,1,23,O,8018,6,.,.,1
GBR_SCO,01,1960,1960,10,1,23,O,8674,6,.,.,1
GBR_SCO,01,1960,1960,11,1,23,O,7886,6,.,.,1
GBR_SCO,01,1960,1960,12,1,23,O,8271,6,.,.,1
GBR_SCO,01,1960,1960,TOT,1,23,O,101292,6,.,.,1
GBR_SCO,01,1961,1961,1,1,23,O,8567,6,.,.,1
GBR_SCO,01,1961,1961,2,1,23,O,7975,6,.,.,1
GBR_SCO,01,1961,1961,3,1,23,O,9056,6,.,.,1
GBR_SCO,01,1961,1961,4,1,23,O,8458,6,.,.,1
GBR_SCO,01,1961,1961,5,1,23,O,9070,6,.,.,1
GBR_SCO,01,1961,1961,6,1,23,O,8367,6,.,.,1
GBR_SCO,01,1961,1961,7,1,23,O,8426,6,.,.,1
GBR_SCO,01,1961,1961,8,1,23,O,8469,6,.,.,1
GBR_SCO,01,1961,1961,9,1,23,O,8218,6,.,.,1
GBR_SCO,01,1961,1961,10,1,23,O,8750,6,.,.,1
GBR_SCO,01,1961,1961,11,1,23,O,7822,6,.,.,1
GBR_SCO,01,1961,1961,12,1,23,O,7991,6,.,.,1
GBR_SCO,01,1961,1961,TOT,1,23,O,101169,6,.,.,1
GBR_SCO,01,1962,1962,1,1,23,O,9065,6,.,.,1
GBR_SCO,01,1962,1962,2,1,23,O,7944,6,.,.,1
GBR_SCO,01,1962,1962,3,1,23,O,9477,6,.,.,1
GBR_SCO,01,1962,1962,4,1,23,O,8549,6,.,.,1
GBR_SCO,01,1962,1962,5,1,23,O,9369,6,.,.,1
GBR_SCO,01,1962,1962,6,1,23,O,8999,6,.,.,1
GBR_SCO,01,1962,1962,7,1,23,O,8780,6,.,.,1
GBR_SCO,01,1962,1962,8,1,23,O,8572,6,.,.,1
GBR_SCO,01,1962,1962,9,1,23,O,8021,6,.,.,1
GBR_SCO,01,1962,1962,10,1,23,O,9372,6,.,.,1
GBR_SCO,01,1962,1962,11,1,23,O,8045,6,.,.,1
GBR_SCO,01,1962,1962,12,1,23,O,8141,6,.,.,1
GBR_SCO,01,1962,1962,TOT,1,23,O,104334,6,.,.,1
GBR_SCO,01,1963,1963,1,1,23,O,8850,6,.,.,1
GBR_SCO,01,1963,1963,2,1,23,O,7972,6,.,.,1
GBR_SCO,01,1963,1963,3,1,23,O,9060,6,.,.,1
GBR_SCO,01,1963,1963,4,1,23,O,8895,6,.,.,1
GBR_SCO,01,1963,1963,5,1,23,O,9089,6,.,.,1
GBR_SCO,01,1963,1963,6,1,23,O,8433,6,.,.,1
GBR_SCO,01,1963,1963,7,1,23,O,8956,6,.,.,1
GBR_SCO,01,1963,1963,8,1,23,O,8730,6,.,.,1
GBR_SCO,01,1963,1963,9,1,23,O,7976,6,.,.,1
GBR_SCO,01,1963,1963,10,1,23,O,8856,6,.,.,1
GBR_SCO,01,1963,1963,11,1,23,O,7892,6,.,.,1
GBR_SCO,01,1963,1963,12,1,23,O,7982,6,.,.,1
GBR_SCO,01,1963,1963,TOT,1,23,O,102691,6,.,.,1
GBR_SCO,01,1964,1964,1,1,23,O,8854,6,.,.,1
GBR_SCO,01,1964,1964,2,1,23,O,8369,6,.,.,1
GBR_SCO,01,1964,1964,3,1,23,O,8893,6,.,.,1
GBR_SCO,01,1964,1964,4,1,23,O,8962,6,.,.,1
GBR_SCO,01,1964,1964,5,1,23,O,8951,6,.,.,1
GBR_SCO,01,1964,1964,6,1,23,O,8884,6,.,.,1
GBR_SCO,01,1964,1964,7,1,23,O,9216,6,.,.,1
GBR_SCO,01,1964,1964,8,1,23,O,8549,6,.,.,1
GBR_SCO,01,1964,1964,9,1,23,O,8206,6,.,.,1
GBR_SCO,01,1964,1964,10,1,23,O,9162,6,.,.,1
GBR_SCO,01,1964,1964,11,1,23,O,7817,6,.,.,1
GBR_SCO,01,1964,1964,12,1,23,O,8492,6,.,.,1
GBR_SCO,01,1964,1964,TOT,1,23,O,104355,6,.,.,1
GBR_SCO,01,1965,1965,1,1,23,O,8580,6,.,.,1
GBR_SCO,01,1965,1965,2,1,23,O,7868,6,.,.,1
GBR_SCO,01,1965,1965,3,1,23,O,9374,6,.,.,1
GBR_SCO,01,1965,1965,4,1,23,O,8651,6,.,.,1
GBR_SCO,01,1965,1965,5,1,23,O,8611,6,.,.,1
GBR_SCO,01,1965,1965,6,1,23,O,8400,6,.,.,1
GBR_SCO,01,1965,1965,7,1,23,O,8596,6,.,.,1
GBR_SCO,01,1965,1965,8,1,23,O,8418,6,.,.,1
GBR_SCO,01,1965,1965,9,1,23,O,7866,6,.,.,1
GBR_SCO,01,1965,1965,10,1,23,O,8242,6,.,.,1
GBR_SCO,01,1965,1965,11,1,23,O,7707,6,.,.,1
GBR_SCO,01,1965,1965,12,1,23,O,8347,6,.,.,1
GBR_SCO,01,1965,1965,TOT,1,23,O,100660,6,.,.,1
GBR_SCO,01,1966,1966,1,1,23,O,8006,6,.,.,1
GBR_SCO,01,1966,1966,2,1,23,O,7571,6,.,.,1
GBR_SCO,01,1966,1966,3,1,23,O,8485,6,.,.,1
GBR_SCO,01,1966,1966,4,1,23,O,7947,6,.,.,1
GBR_SCO,01,1966,1966,5,1,23,O,8191,6,.,.,1
GBR_SCO,01,1966,1966,6,1,23,O,8090,6,.,.,1
GBR_SCO,01,1966,1966,7,1,23,O,8064,6,.,.,1
GBR_SCO,01,1966,1966,8,1,23,O,8526,6,.,.,1
GBR_SCO,01,1966,1966,9,1,23,O,8139,6,.,.,1
GBR_SCO,01,1966,1966,10,1,23,O,8221,6,.,.,1
GBR_SCO,01,1966,1966,11,1,23,O,7439,6,.,.,1
GBR_SCO,01,1966,1966,12,1,23,O,7857,6,.,.,1
GBR_SCO,01,1966,1966,TOT,1,23,O,96536,6,.,.,1
GBR_SCO,01,1967,1967,1,1,23,O,8694,6,.,.,1
GBR_SCO,01,1967,1967,2,1,23,O,7476,6,.,.,1
GBR_SCO,01,1967,1967,3,1,23,O,9104,6,.,.,1
GBR_SCO,01,1967,1967,4,1,23,O,7593,6,.,.,1
GBR_SCO,01,1967,1967,5,1,23,O,8802,6,.,.,1
GBR_SCO,01,1967,1967,6,1,23,O,8131,6,.,.,1
GBR_SCO,01,1967,1967,7,1,23,O,7898,6,.,.,1
GBR_SCO,01,1967,1967,8,1,23,O,8002,6,.,.,1
GBR_SCO,01,1967,1967,9,1,23,O,7320,6,.,.,1
GBR_SCO,01,1967,1967,10,1,23,O,8357,6,.,.,1
GBR_SCO,01,1967,1967,11,1,23,O,7298,6,.,.,1
GBR_SCO,01,1967,1967,12,1,23,O,7546,6,.,.,1
GBR_SCO,01,1967,1967,TOT,1,23,O,96221,6,.,.,1
GBR_SCO,01,1968,1968,1,1,23,O,8570,6,.,.,1
GBR_SCO,01,1968,1968,2,1,23,O,7697,6,.,.,1
GBR_SCO,01,1968,1968,3,1,23,O,8239,6,.,.,1
GBR_SCO,01,1968,1968,4,1,23,O,8050,6,.,.,1
GBR_SCO,01,1968,1968,5,1,23,O,8373,6,.,.,1
GBR_SCO,01,1968,1968,6,1,23,O,7504,6,.,.,1
GBR_SCO,01,1968,1968,7,1,23,O,8126,6,.,.,1
GBR_SCO,01,1968,1968,8,1,23,O,7920,6,.,.,1
GBR_SCO,01,1968,1968,9,1,23,O,7567,6,.,.,1
GBR_SCO,01,1968,1968,10,1,23,O,7988,6,.,.,1
GBR_SCO,01,1968,1968,11,1,23,O,7109,6,.,.,1
GBR_SCO,01,1968,1968,12,1,23,O,7643,6,.,.,1
GBR_SCO,01,1968,1968,TOT,1,23,O,94786,6,.,.,1
GBR_SCO,01,1969,1969,1,1,23,O,8317,6,.,.,1
GBR_SCO,01,1969,1969,2,1,23,O,7161,6,.,.,1
GBR_SCO,01,1969,1969,3,1,23,O,8117,6,.,.,1
GBR_SCO,01,1969,1969,4,1,23,O,7741,6,.,.,1
GBR_SCO,01,1969,1969,5,1,23,O,7854,6,.,.,1
GBR_SCO,01,1969,1969,6,1,23,O,7322,6,.,.,1
GBR_SCO,01,1969,1969,7,1,23,O,7696,6,.,.,1
GBR_SCO,01,1969,1969,8,1,23,O,7245,6,.,.,1
GBR_SCO,01,1969,1969,9,1,23,O,7297,6,.,.,1
GBR_SCO,01,1969,1969,10,1,23,O,7936,6,.,.,1
GBR_SCO,01,1969,1969,11,1,23,O,6239,6,.,.,1
GBR_SCO,01,1969,1969,12,1,23,O,7365,6,.,.,1
GBR_SCO,01,1969,1969,TOT,1,23,O,90290,6,.,.,1
GBR_SCO,01,1970,1970,1,1,23,O,7347,6,.,.,1
GBR_SCO,01,1970,1970,2,1,23,O,6622,6,.,.,1
GBR_SCO,01,1970,1970,3,1,23,O,7717,6,.,.,1
GBR_SCO,01,1970,1970,4,1,23,O,7635,6,.,.,1
GBR_SCO,01,1970,1970,5,1,23,O,7317,6,.,.,1
GBR_SCO,01,1970,1970,6,1,23,O,7469,6,.,.,1
GBR_SCO,01,1970,1970,7,1,23,O,7721,6,.,.,1
GBR_SCO,01,1970,1970,8,1,23,O,7021,6,.,.,1
GBR_SCO,01,1970,1970,9,1,23,O,6914,6,.,.,1
GBR_SCO,01,1970,1970,10,1,23,O,7382,6,.,.,1
GBR_SCO,01,1970,1970,11,1,23,O,6735,6,.,.,1
GBR_SCO,01,1970,1970,12,1,23,O,7455,6,.,.,1
GBR_SCO,01,1970,1970,TOT,1,23,O,87335,6,.,.,1
GBR_SCO,01,1971,1971,1,1,23,O,7226,6,.,.,1
GBR_SCO,01,1971,1971,2,1,23,O,6739,6,.,.,1
GBR_SCO,01,1971,1971,3,1,23,O,8236,6,.,.,1
GBR_SCO,01,1971,1971,4,1,23,O,7265,6,.,.,1
GBR_SCO,01,1971,1971,5,1,23,O,7465,6,.,.,1
GBR_SCO,01,1971,1971,6,1,23,O,7290,6,.,.,1
GBR_SCO,01,1971,1971,7,1,23,O,7329,6,.,.,1
GBR_SCO,01,1971,1971,8,1,23,O,7339,6,.,.,1
GBR_SCO,01,1971,1971,9,1,23,O,6840,6,.,.,1
GBR_SCO,01,1971,1971,10,1,23,O,7196,6,.,.,1
GBR_SCO,01,1971,1971,11,1,23,O,6955,6,.,.,1
GBR_SCO,01,1971,1971,12,1,23,O,6848,6,.,.,1
GBR_SCO,01,1971,1971,TOT,1,23,O,86728,6,.,.,1
GBR_SCO,01,1972,1972,1,1,23,O,6824,6,.,.,1
GBR_SCO,01,1972,1972,2,1,23,O,6521,6,.,.,1
GBR_SCO,01,1972,1972,3,1,23,O,7126,6,.,.,1
GBR_SCO,01,1972,1972,4,1,23,O,6240,6,.,.,1
GBR_SCO,01,1972,1972,5,1,23,O,7004,6,.,.,1
GBR_SCO,01,1972,1972,6,1,23,O,6720,6,.,.,1
GBR_SCO,01,1972,1972,7,1,23,O,6341,6,.,.,1
GBR_SCO,01,1972,1972,8,1,23,O,6700,6,.,.,1
GBR_SCO,01,1972,1972,9,1,23,O,6264,6,.,.,1
GBR_SCO,01,1972,1972,10,1,23,O,6590,6,.,.,1
GBR_SCO,01,1972,1972,11,1,23,O,6120,6,.,.,1
GBR_SCO,01,1972,1972,12,1,23,O,6100,6,.,.,1
GBR_SCO,01,1972,1972,TOT,1,23,O,78550,6,.,.,1
GBR_SCO,01,1973,1973,1,1,23,O,6779,6,.,.,1
GBR_SCO,01,1973,1973,2,1,23,O,5949,6,.,.,1
GBR_SCO,01,1973,1973,3,1,23,O,6731,6,.,.,1
GBR_SCO,01,1973,1973,4,1,23,O,6076,6,.,.,1
GBR_SCO,01,1973,1973,5,1,23,O,6507,6,.,.,1
GBR_SCO,01,1973,1973,6,1,23,O,6149,6,.,.,1
GBR_SCO,01,1973,1973,7,1,23,O,6426,6,.,.,1
GBR_SCO,01,1973,1973,8,1,23,O,6257,6,.,.,1
GBR_SCO,01,1973,1973,9,1,23,O,5607,6,.,.,1
GBR_SCO,01,1973,1973,10,1,23,O,6552,6,.,.,1
GBR_SCO,01,1973,1973,11,1,23,O,5542,6,.,.,1
GBR_SCO,01,1973,1973,12,1,23,O,5817,6,.,.,1
GBR_SCO,01,1973,1973,TOT,1,23,O,74392,6,.,.,1
GBR_SCO,01,1974,1974,1,1,23,O,6305,6,.,.,1
GBR_SCO,01,1974,1974,2,1,23,O,5386,6,.,.,1
GBR_SCO,01,1974,1974,3,1,23,O,5889,6,.,.,1
GBR_SCO,01,1974,1974,4,1,23,O,5862,6,.,.,1
GBR_SCO,01,1974,1974,5,1,23,O,6027,6,.,.,1
GBR_SCO,01,1974,1974,6,1,23,O,5347,6,.,.,1
GBR_SCO,01,1974,1974,7,1,23,O,6234,6,.,.,1
GBR_SCO,01,1974,1974,8,1,23,O,5986,6,.,.,1
GBR_SCO,01,1974,1974,9,1,23,O,5605,6,.,.,1
GBR_SCO,01,1974,1974,10,1,23,O,6254,6,.,.,1
GBR_SCO,01,1974,1974,11,1,23,O,5501,6,.,.,1
GBR_SCO,01,1974,1974,12,1,23,O,5697,6,.,.,1
GBR_SCO,01,1974,1974,TOT,1,23,O,70093,6,.,.,1
GBR_SCO,01,1975,1975,1,1,23,O,6101,6,.,.,1
GBR_SCO,01,1975,1975,2,1,23,O,5212,6,.,.,1
GBR_SCO,01,1975,1975,3,1,23,O,5459,6,.,.,1
GBR_SCO,01,1975,1975,4,1,23,O,5944,6,.,.,1
GBR_SCO,01,1975,1975,5,1,23,O,5807,6,.,.,1
GBR_SCO,01,1975,1975,6,1,23,O,5495,6,.,.,1
GBR_SCO,01,1975,1975,7,1,23,O,5998,6,.,.,1
GBR_SCO,01,1975,1975,8,1,23,O,5606,6,.,.,1
GBR_SCO,01,1975,1975,9,1,23,O,5548,6,.,.,1
GBR_SCO,01,1975,1975,10,1,23,O,5876,6,.,.,1
GBR_SCO,01,1975,1975,11,1,23,O,5059,6,.,.,1
GBR_SCO,01,1975,1975,12,1,23,O,5838,6,.,.,1
GBR_SCO,01,1975,1975,TOT,1,23,O,67943,6,.,.,1
GBR_SCO,01,1976,1976,1,1,23,O,5669,6,.,.,1
GBR_SCO,01,1976,1976,2,1,23,O,5126,6,.,.,1
GBR_SCO,01,1976,1976,3,1,23,O,6360,6,.,.,1
GBR_SCO,01,1976,1976,4,1,23,O,5575,6,.,.,1
GBR_SCO,01,1976,1976,5,1,23,O,5388,6,.,.,1
GBR_SCO,01,1976,1976,6,1,23,O,5514,6,.,.,1
GBR_SCO,01,1976,1976,7,1,23,O,5551,6,.,.,1
GBR_SCO,01,1976,1976,8,1,23,O,5346,6,.,.,1
GBR_SCO,01,1976,1976,9,1,23,O,5086,6,.,.,1
GBR_SCO,01,1976,1976,10,1,23,O,5351,6,.,.,1
GBR_SCO,01,1976,1976,11,1,23,O,5055,6,.,.,1
GBR_SCO,01,1976,1976,12,1,23,O,4874,6,.,.,1
GBR_SCO,01,1976,1976,TOT,1,23,O,64895,6,.,.,1
GBR_SCO,01,1977,1977,1,1,23,O,5117,6,.,.,1
GBR_SCO,01,1977,1977,2,1,23,O,4772,6,.,.,1
GBR_SCO,01,1977,1977,3,1,23,O,5505,6,.,.,1
GBR_SCO,01,1977,1977,4,1,23,O,4901,6,.,.,1
GBR_SCO,01,1977,1977,5,1,23,O,5334,6,.,.,1
GBR_SCO,01,1977,1977,6,1,23,O,5209,6,.,.,1
GBR_SCO,01,1977,1977,7,1,23,O,5091,6,.,.,1
GBR_SCO,01,1977,1977,8,1,23,O,5507,6,.,.,1
GBR_SCO,01,1977,1977,9,1,23,O,5224,6,.,.,1
GBR_SCO,01,1977,1977,10,1,23,O,5656,6,.,.,1
GBR_SCO,01,1977,1977,11,1,23,O,5123,6,.,.,1
GBR_SCO,01,1977,1977,12,1,23,O,4903,6,.,.,1
GBR_SCO,01,1977,1977,TOT,1,23,O,62342,6,.,.,1
GBR_SCO,01,1978,1978,1,1,23,O,5262,6,.,.,1
GBR_SCO,01,1978,1978,2,1,23,O,4902,6,.,.,1
GBR_SCO,01,1978,1978,3,1,23,O,5611,6,.,.,1
GBR_SCO,01,1978,1978,4,1,23,O,4852,6,.,.,1
GBR_SCO,01,1978,1978,5,1,23,O,5555,6,.,.,1
GBR_SCO,01,1978,1978,6,1,23,O,5429,6,.,.,1
GBR_SCO,01,1978,1978,7,1,23,O,5283,6,.,.,1
GBR_SCO,01,1978,1978,8,1,23,O,5681,6,.,.,1
GBR_SCO,01,1978,1978,9,1,23,O,5378,6,.,.,1
GBR_SCO,01,1978,1978,10,1,23,O,6027,6,.,.,1
GBR_SCO,01,1978,1978,11,1,23,O,5277,6,.,.,1
GBR_SCO,01,1978,1978,12,1,23,O,5038,6,.,.,1
GBR_SCO,01,1978,1978,TOT,1,23,O,64295,6,.,.,1
GBR_SCO,01,1979,1979,1,1,23,O,5897,6,.,.,1
GBR_SCO,01,1979,1979,2,1,23,O,4996,6,.,.,1
GBR_SCO,01,1979,1979,3,1,23,O,5816,6,.,.,1
GBR_SCO,01,1979,1979,4,1,23,O,5725,6,.,.,1
GBR_SCO,01,1979,1979,5,1,23,O,6010,6,.,.,1
GBR_SCO,01,1979,1979,6,1,23,O,5666,6,.,.,1
GBR_SCO,01,1979,1979,7,1,23,O,6058,6,.,.,1
GBR_SCO,01,1979,1979,8,1,23,O,5982,6,.,.,1
GBR_SCO,01,1979,1979,9,1,23,O,5085,6,.,.,1
GBR_SCO,01,1979,1979,10,1,23,O,6253,6,.,.,1
GBR_SCO,01,1979,1979,11,1,23,O,5556,6,.,.,1
GBR_SCO,01,1979,1979,12,1,23,O,5322,6,.,.,1
GBR_SCO,01,1979,1979,TOT,1,23,O,68366,6,.,.,1
GBR_SCO,01,1980,1980,1,1,23,O,5724,6,.,.,1
GBR_SCO,01,1980,1980,2,1,23,O,5476,6,.,.,1
GBR_SCO,01,1980,1980,3,1,23,O,5510,6,.,.,1
GBR_SCO,01,1980,1980,4,1,23,O,5973,6,.,.,1
GBR_SCO,01,1980,1980,5,1,23,O,5868,6,.,.,1
GBR_SCO,01,1980,1980,6,1,23,O,5635,6,.,.,1
GBR_SCO,01,1980,1980,7,1,23,O,6019,6,.,.,1
GBR_SCO,01,1980,1980,8,1,23,O,5605,6,.,.,1
GBR_SCO,01,1980,1980,9,1,23,O,5633,6,.,.,1
GBR_SCO,01,1980,1980,10,1,23,O,6280,6,.,.,1
GBR_SCO,01,1980,1980,11,1,23,O,5172,6,.,.,1
GBR_SCO,01,1980,1980,12,1,23,O,5997,6,.,.,1
GBR_SCO,01,1980,1980,TOT,1,23,O,68892,6,.,.,1
GBR_SCO,01,1981,1981,1,1,23,O,6052,6,.,.,1
GBR_SCO,01,1981,1981,2,1,23,O,5333,6,.,.,1
GBR_SCO,01,1981,1981,3,1,23,O,6150,6,.,.,1
GBR_SCO,01,1981,1981,4,1,23,O,5739,6,.,.,1
GBR_SCO,01,1981,1981,5,1,23,O,5610,6,.,.,1
GBR_SCO,01,1981,1981,6,1,23,O,5767,6,.,.,1
GBR_SCO,01,1981,1981,7,1,23,O,5929,6,.,.,1
GBR_SCO,01,1981,1981,8,1,23,O,5745,6,.,.,1
GBR_SCO,01,1981,1981,9,1,23,O,5573,6,.,.,1
GBR_SCO,01,1981,1981,10,1,23,O,6119,6,.,.,1
GBR_SCO,01,1981,1981,11,1,23,O,5446,6,.,.,1
GBR_SCO,01,1981,1981,12,1,23,O,5591,6,.,.,1
GBR_SCO,01,1981,1981,TOT,1,23,O,69054,6,.,.,1
GBR_SCO,01,1982,1982,1,1,23,O,5472,6,.,.,1
GBR_SCO,01,1982,1982,2,1,23,O,5106,6,.,.,1
GBR_SCO,01,1982,1982,3,1,23,O,5997,6,.,.,1
GBR_SCO,01,1982,1982,4,1,23,O,5658,6,.,.,1
GBR_SCO,01,1982,1982,5,1,23,O,5239,6,.,.,1
GBR_SCO,01,1982,1982,6,1,23,O,5366,6,.,.,1
GBR_SCO,01,1982,1982,7,1,23,O,5549,6,.,.,1
GBR_SCO,01,1982,1982,8,1,23,O,5693,6,.,.,1
GBR_SCO,01,1982,1982,9,1,23,O,5462,6,.,.,1
GBR_SCO,01,1982,1982,10,1,23,O,5908,6,.,.,1
GBR_SCO,01,1982,1982,11,1,23,O,5437,6,.,.,1
GBR_SCO,01,1982,1982,12,1,23,O,5309,6,.,.,1
GBR_SCO,01,1982,1982,TOT,1,23,O,66196,6,.,.,1
GBR_SCO,01,1983,1983,1,1,23,O,5499,6,.,.,1
GBR_SCO,01,1983,1983,2,1,23,O,4964,6,.,.,1
GBR_SCO,01,1983,1983,3,1,23,O,5631,6,.,.,1
GBR_SCO,01,1983,1983,4,1,23,O,5227,6,.,.,1
GBR_SCO,01,1983,1983,5,1,23,O,5370,6,.,.,1
GBR_SCO,01,1983,1983,6,1,23,O,5693,6,.,.,1
GBR_SCO,01,1983,1983,7,1,23,O,5498,6,.,.,1
GBR_SCO,01,1983,1983,8,1,23,O,5873,6,.,.,1
GBR_SCO,01,1983,1983,9,1,23,O,5512,6,.,.,1
GBR_SCO,01,1983,1983,10,1,23,O,5633,6,.,.,1
GBR_SCO,01,1983,1983,11,1,23,O,5128,6,.,.,1
GBR_SCO,01,1983,1983,12,1,23,O,5050,6,.,.,1
GBR_SCO,01,1983,1983,TOT,1,23,O,65078,6,.,.,1
GBR_SCO,01,1984,1984,1,1,23,O,5383,6,.,.,1
GBR_SCO,01,1984,1984,2,1,23,O,4937,6,.,.,1
GBR_SCO,01,1984,1984,3,1,23,O,5347,6,.,.,1
GBR_SCO,01,1984,1984,4,1,23,O,5154,6,.,.,1
