period,sex,allageesprate,allagestderr,allagelcli,allageucli,under75esprate,under75stderr,under75lcli,under75ucli,totdeaths
20094,P,1219.956276,5.076813047,1210.005722,1229.906829,477.1868593,3.114223504,471.0829813,483.2907374,53856
20101,F,1047.495735,6.028073988,1035.68071,1059.31076,374.6220513,3.811470651,367.1515688,382.0925337,27891
20101,M,1435.043406,9.043648791,1417.317854,1452.768958,587.213097,5.000670439,577.4117829,597.014411,25825
20101,P,1211.110945,5.045866591,1201.221047,1221.000844,475.9535993,3.106191258,469.8654644,482.0417342,53716
20102,F,1044.981064,6.007066985,1033.207212,1056.754915,373.1288971,3.800480392,365.6799555,380.5778387,27966
20102,M,1426.89915,8.969416039,1409.319094,1444.479205,582.7918635,4.97650803,573.0379077,592.5458192,25792
20102,P,1205.846121,5.018330354,1196.010194,1215.682049,473.0932864,3.093926845,467.0291897,479.157383,53758
20103,F,1045.554485,5.99162807,1033.810894,1057.298076,375.019714,3.805937193,367.5600771,382.4793509,28128
20103,M,1413.640706,8.875425199,1396.244872,1431.036539,574.8123753,4.935195671,565.1393918,584.4853589,25709
20103,P,1201.030483,4.98984512,1191.250387,1210.81058,470.3686673,3.081285889,464.3293469,476.4079876,53837
20104,F,1036.226756,5.949484008,1024.565768,1047.887745,370.3459507,3.778971689,362.9391662,377.7527353,28004
20104,M,1422.492871,8.847119564,1405.152517,1439.833225,573.5010955,4.921449015,563.8550555,583.1471356,25963
20104,P,1198.317634,4.965876544,1188.584516,1208.050752,467.3814552,3.067750025,461.3686651,473.3942452,53967
20111,F,1025.344994,5.908553474,1013.764229,1036.925758,368.4698773,3.764940879,361.0905932,375.8491614,27855
20111,M,1408.498385,8.749361574,1391.349636,1425.647133,572.8861262,4.913271876,563.2561133,582.5161391,25957
20111,P,1186.91999,4.928195757,1177.260726,1196.579254,466.0493882,3.059732911,460.0523117,472.0464648,53812
20112,F,1022.573732,5.88614289,1011.036892,1034.110572,366.2595253,3.749448132,358.910607,373.6084436,27915
20112,M,1402.111291,8.675408134,1385.107491,1419.115091,572.1241899,4.904122215,562.5121104,581.7362694,26056
20112,P,1183.506817,4.904842389,1173.893325,1193.120308,464.4517517,3.050703383,458.4723731,470.4311304,53971
20113,F,1013.350714,5.850392947,1001.883944,1024.817484,365.3631122,3.741894224,358.0289995,372.6972248,27782
20113,M,1406.953771,8.639061344,1390.021211,1423.886331,573.2561281,4.90203801,563.6481336,582.8641226,26301
20113,P,1179.685706,4.882610803,1170.115788,1189.255623,464.596466,3.04791463,458.6225533,470.5703787,54083
20114,F,1006.864757,5.818177263,995.4611295,1018.268384,360.5074879,3.711221055,353.2334947,367.7814812,27748
20114,M,1377.958473,8.516404941,1361.266319,1394.650626,560.2504073,4.841421962,550.7612203,569.7395944,25913
20114,P,1164.548513,4.838957175,1155.064157,1174.032869,455.7781254,3.015017339,449.8686914,461.6875594,53661
20121,F,1001.190013,5.785232721,989.8509569,1012.529069,352.5282027,3.666825608,345.3412245,359.7151809,27708
20121,M,1357.098245,8.419730329,1340.595573,1373.600916,547.346991,4.77547898,537.9870522,556.7069298,25638
20121,P,1153.339978,4.802257673,1143.927553,1162.752403,445.6947141,2.977582731,439.8586519,451.5307762,53346
20122,F,1013.433301,5.802118814,1002.061148,1024.805454,354.5749889,3.672420125,347.3770454,361.7729323,28141
20122,M,1366.842362,8.409204317,1350.360322,1383.324403,549.6491845,4.774821736,540.2905339,559.0078351,25934
20122,P,1165.132348,4.810264364,1155.70423,1174.560466,447.9724802,2.979981898,442.1317157,453.8132447,54075
20123,F,1019.38351,5.805566378,1008.0046,1030.76242,352.8307134,3.657623386,345.6617716,359.9996552,28413
20123,M,1353.028293,8.336878282,1336.688012,1369.368574,541.8353927,4.733517702,532.557698,551.1130874,25805
20123,P,1163.541616,4.794999534,1154.143417,1172.939815,443.3078003,2.959835267,437.5065232,449.1090774,54218
20124,F,1034.023627,5.833505709,1022.589955,1045.457298,356.1222644,3.669263268,348.9305084,363.3140204,28922
20124,M,1356.834034,8.313660688,1340.539259,1373.128809,542.0360237,4.724523682,532.7759573,551.2960901,26015
20124,P,1174.144748,4.803422619,1164.730039,1183.559456,445.2667671,2.961490966,439.4622448,451.0712894,54937
20131,F,1047.236719,5.854494322,1035.76191,1058.711528,359.551403,3.68104098,352.3365626,366.7662433,29377
20131,M,1375.55537,8.335745511,1359.217309,1391.893431,540.8203813,4.712626321,531.5836337,550.0571289,26431
20131,P,1189.222717,4.818895304,1179.777682,1198.667752,446.4331383,2.960920744,440.6297337,452.236543,55808
20132,F,1042.940425,5.839560677,1031.494886,1054.385964,358.080887,3.668368102,350.8908856,365.2708885,29329
20132,M,1369.215783,8.286536545,1352.974172,1385.457395,541.5888009,4.707021377,532.363039,550.8145628,26514
20132,P,1184.623407,4.802626776,1175.210259,1194.036556,446.0549251,2.954797432,440.2635221,451.8463281,55843
20133,F,1026.858307,5.791984289,1015.506018,1038.210597,352.9944656,3.637118964,345.8657124,360.1232188,28946
20133,M,1354.270436,8.218164235,1338.162834,1370.378038,536.6186665,4.675582382,527.454525,545.782808,26360
20133,P,1168.657994,4.763857646,1159.320833,1177.995155,441.0400725,2.932949217,435.2914921,446.788653,55306
20134,F,1004.265749,5.727810816,993.0392394,1015.492258,349.1550614,3.612966939,342.0736462,356.2364766,28375
20134,M,1344.863507,8.161920945,1328.866142,1360.860872,533.0470854,4.651250215,523.930635,542.1635358,26325
20134,P,1150.936527,4.721253806,1141.682869,1160.190184,437.3692832,2.916249609,431.6534339,443.0851324,54700
20141,F,976.4885996,5.651297728,965.412056,987.5651431,341.356725,3.566241612,334.3668914,348.3465585,27696
20141,M,1312.986723,8.045526813,1297.217491,1328.755956,524.7562101,4.607982847,515.7245637,533.7878564,25872
20141,P,1120.786469,4.655869365,1111.660965,1129.911973,429.2770884,2.884449402,423.6235676,434.9306093,53568
20142,F,952.9044331,5.577405326,941.9727186,963.8361475,335.09774,3.527661133,328.1835242,342.0119558,27154
20142,M,1290.406116,7.955955569,1274.812443,1305.999789,513.0797621,4.551544888,504.1587341,522.0007901,25525
20142,P,1096.763537,4.598414825,1087.750644,1105.77643,420.3370769,2.850364186,414.7503631,425.9237907,52679
20143,F,960.3533851,5.583404457,949.4099124,971.2968579,335.8663144,3.525146666,328.9570269,342.7756019,27488
20143,M,1300.235253,7.946753963,1284.659615,1315.810891,515.3507532,4.552414173,506.4280214,524.2734849,25905
20143,P,1105.958388,4.602597961,1096.937296,1114.97948,421.8842471,2.850368699,416.2975244,427.4709697,53393
20144,F,972.3774791,5.600250884,961.4009874,983.3539708,334.8183394,3.513907287,327.9310811,341.7055976,27950
20144,M,1310.982497,7.943614561,1295.413012,1326.551981,519.2360284,4.559053086,510.3002843,528.1717724,26289
20144,P,1118.465198,4.613532047,1109.422675,1127.507721,423.2371862,2.849390666,417.6523804,428.8219919,54239
20151,F,1021.178171,5.704503917,1009.997344,1032.358999,343.7406796,3.556073207,336.7707762,350.7105831,29431
20151,M,1362.179115,8.052755574,1346.395714,1377.962515,535.0266473,4.620563106,525.9703436,544.082951,27374
20151,P,1169.77883,4.693667703,1160.579241,1178.978419,435.4668088,2.886283253,429.8096936,441.123924,56805
20152,F,1038.969771,5.738345549,1027.722613,1050.216928,346.8733606,3.568363891,339.8793674,353.8673538,29989
20152,M,1381.304266,8.076673127,1365.473986,1397.134545,542.6377705,4.642377674,533.5387103,551.7368307,27873
20152,P,1188.898728,4.718132553,1179.651188,1198.146268,440.9130706,2.899553404,435.2299459,446.5961952,57862
20153,F,1038.44266,5.731828541,1027.208276,1049.677044,346.9427079,3.565048611,339.9552126,353.9302032,30022
20153,M,1382.215232,8.057059015,1366.423396,1398.007067,544.838574,4.644616922,535.7351248,553.9420232,27988
20153,P,1188.89311,4.711220698,1179.659118,1198.127103,442.0291287,2.899499391,436.3461099,447.7121475,58010
20154,F,1024.399748,5.691830071,1013.243761,1035.555735,347.0564983,3.5605347,340.0778503,354.0351463,29674
20154,M,1371.241337,8.005923874,1355.549726,1386.932948,540.9591755,4.620744736,531.9025158,550.0158352,27905
20154,P,1176.146998,4.681690552,1166.970884,1185.323111,440.222284,2.889239926,434.5593737,445.8851942,57579
20161,F,996.8737389,5.629051038,985.8407988,1007.906679,348.1597473,3.560045196,341.1820588,355.1374359,28930
20161,M,1341.754179,7.902013735,1326.266233,1357.242126,541.1111614,4.607455312,532.080549,550.1417738,27612
20161,P,1148.290665,4.629096235,1139.217636,1157.363693,440.9701711,2.884891403,435.315784,446.6245583,56542
20162,F,984.0351447,5.592025908,973.0747739,994.9955154,346.6153947,3.545813545,339.6656001,353.5651892,28655
20162,M,1325.459178,7.832421659,1310.107632,1340.810725,535.7167043,4.573591305,526.7524653,544.6809433,27450
20162,P,1133.679388,4.594019314,1124.67511,1142.683666,437.6005465,2.867912703,431.9794376,443.2216554,56105
20163,F,981.1454139,5.574846199,970.2187153,992.0721124,347.0069283,3.541735718,340.0651262,353.9487303,28665
20163,M,1322.571877,7.797007433,1307.289743,1337.854012,537.2313748,4.567742354,528.2785998,546.1841499,27556
20163,P,1131.168301,4.578996567,1122.193468,1140.143134,438.6752223,2.865418369,433.0590023,444.2914423,56221
20164,F,988.3911298,5.587239379,977.4401406,999.342119,346.7401444,3.533362378,339.8147542,353.6655347,28968
20164,M,1326.375504,7.779043585,1311.128579,1341.62243,538.7256536,4.56083942,529.7864084,547.6648989,27760
20164,P,1136.338882,4.577711718,1127.366567,1145.311197,439.2790407,2.860349552,433.6727556,444.8853258,56728
20171,F,993.3511705,5.583057961,982.4083768,1004.293964,341.624684,3.499808424,334.7650595,348.4843085,29226
20171,M,1324.844925,7.752791723,1309.649453,1340.040397,526.0514569,4.496705021,517.2379151,534.8649988,27725
20171,P,1137.748432,4.566362317,1128.798362,1146.698502,430.5682796,2.825893875,425.0295276,436.1070316,56951
20172,F,996.1639229,5.577995545,985.2310517,1007.096794,341.7009148,3.490647557,334.8592456,348.542584,29407
20172,M,1324.859824,7.728819333,1309.711338,1340.00831,523.0952074,4.472267173,514.3295637,531.860851,27867
20172,P,1139.831384,4.559408531,1130.894944,1148.767825,429.2245514,2.81418459,423.7087496,434.7403531,57274
20173,F,992.5276858,5.563544985,981.6231376,1003.432234,339.7322743,3.471941269,332.9272695,346.5372792,29387
20173,M,1318.608099,7.689910303,1303.535875,1333.680323,514.6490239,4.423469599,505.9790234,523.3190243,27870
20173,P,1134.606128,4.541377384,1125.705028,1143.507228,424.1087322,2.789872106,418.6405828,429.5768815,57257
20174,F,997.5625266,5.562901987,986.6592387,1008.465815,338.7802829,3.459186106,332.0002781,345.5602876,29633
20174,M,1329.026753,7.695006813,1313.94454,1344.108966,518.4523245,4.428869269,509.7717408,527.1329083,28250
20174,P,1143.013036,4.547209828,1134.100504,1151.925567,425.4800735,2.787947612,420.0156962,430.9444508,57883
20181,F,1033.713535,5.641288053,1022.65661,1044.770459,351.4465861,3.515956634,344.5553111,358.3378611,30792
20181,M,1364.044433,7.758272134,1348.838219,1379.250646,529.8105989,4.466724416,521.0558191,538.5653788,29151
20181,P,1179.376006,4.600156557,1170.3597,1188.392313,437.5575956,2.821137101,432.0281669,443.0870243,59943
20182,F,1024.635197,5.615129039,1013.629544,1035.64085,351.0591996,3.507893968,344.1837274,357.9346718,30603
20182,M,1354.798397,7.713806936,1339.679335,1369.917458,531.7190789,4.465858332,522.9659966,540.4721612,29172
20182,P,1170.68524,4.578880525,1161.710635,1179.659846,438.2989291,2.818340479,432.7749818,443.8228765,59775
